committee	committee_name	industry	industry_name	sector	donations
SFIN	Finance (S)	A09	Food Processing & Sales	Agribusiness	1054835
SFIN	Finance (S)	N01	Food & Beverage	Misc Business	992432
SFIN	Finance (S)	N02	Beer, Wine & Liquor	Misc Business	852404
SFIN	Finance (S)	N03	Retail Sales	Misc Business	1692072
SFIN	Finance (S)	N04	Misc Services	Misc Business	373364
SFIN	Finance (S)	N05	Business Services	Misc Business	1832467
SFIN	Finance (S)	N06	Recreation/Live Entertainment	Misc Business	643775
SFIN	Finance (S)	N07	Casinos/Gambling	Misc Business	518093
SFIN	Finance (S)	H01	Health Professionals	Health	3699592
SFIN	Finance (S)	H02	Hospitals/Nursing Homes	Health	2162406
SFIN	Finance (S)	H03	Health Services/HMOs	Health	1857808
SFIN	Finance (S)	H04	Pharmaceuticals/Health Products	Health	3259998
SFIN	Finance (S)	W04	Education	Other	1403281
SFIN	Finance (S)	Q01	Republican/Conservative	Ideological/Single-Issue	1913308
SFIN	Finance (S)	Q02	Democratic/Liberal	Ideological/Single-Issue	1107128
SFIN	Finance (S)	Q03	Leadership PACs	Ideological/Single-Issue	3950415
SFIN	Finance (S)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	188050
SFIN	Finance (S)	Q05	Pro-Israel	Ideological/Single-Issue	1596837
SFIN	Finance (S)	Q13	Gun Rights	Ideological/Single-Issue	362629
SFIN	Finance (S)	Q09	Human Rights	Ideological/Single-Issue	286958
SFIN	Finance (S)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	54795
SFIN	Finance (S)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	105199
SFIN	Finance (S)	Q08	Women's Issues	Ideological/Single-Issue	5900
SFIN	Finance (S)	Q11	Environment	Ideological/Single-Issue	769692
SFIN	Finance (S)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	8512410
SFIN	Finance (S)	K02	Lobbyists	Lawyers & Lobbyists	3422381
SFIN	Finance (S)	P05	Misc Unions	Labor	51275
SFIN	Finance (S)	P04	Public Sector Unions	Labor	290188
SFIN	Finance (S)	P01	Building Trade Unions	Labor	168000
SFIN	Finance (S)	P02	Industrial Unions	Labor	95691
SFIN	Finance (S)	P03	Transportation Unions	Labor	234545
SFIN	Finance (S)	N15	Misc Manufacturing & Distributing	Misc Business	2367069
SFIN	Finance (S)	N13	Chemical & Related Manufacturing	Misc Business	1005490
SFIN	Finance (S)	N14	Steel Production	Misc Business	317688
SFIN	Finance (S)	M01	Air Transport	Transportation	997730
SFIN	Finance (S)	M02	Automotive	Transportation	1184416
SFIN	Finance (S)	M03	Trucking	Transportation	370997
SFIN	Finance (S)	M04	Railroads	Transportation	547240
SFIN	Finance (S)	M05	Sea Transport	Transportation	301625
SFIN	Finance (S)	N08	Lodging/Tourism	Misc Business	748077
SFIN	Finance (S)	W06	Retired	Other	9380868
SFIN	Finance (S)	W03	Civil Servants/Public Officials	Other	555846
SFIN	Finance (S)	W02	Non-Profit Institutions	Other	797721
SFIN	Finance (S)	W05	Clergy & Religious Organizations	Other	46703
SFIN	Finance (S)	Q16	Candidate Committees	Ideological/Single-Issue	144150
SFIN	Finance (S)	Q12	Gun Control	Ideological/Single-Issue	42027
SFIN	Finance (S)	N16	Textiles	Misc Business	129884
SFOR	Foreign Relations (S)	A01	Crop Production & Basic Processing	Agribusiness	788254
SFOR	Foreign Relations (S)	A02	Tobacco	Agribusiness	143916
SFOR	Foreign Relations (S)	A04	Dairy	Agribusiness	125442
SFOR	Foreign Relations (S)	A05	Poultry & Eggs	Agribusiness	87350
SFOR	Foreign Relations (S)	A06	Livestock	Agribusiness	200701
SFOR	Foreign Relations (S)	A07	Agricultural Services/Products	Agribusiness	312620
SFOR	Foreign Relations (S)	A10	Forestry & Forest Products	Agribusiness	179840
SFOR	Foreign Relations (S)	C01	General Contractors	Construction	926689
SFOR	Foreign Relations (S)	C02	Home Builders	Construction	288753
SFOR	Foreign Relations (S)	C03	Special Trade Contractors	Construction	448395
SFOR	Foreign Relations (S)	C04	Construction Services	Construction	514345
SFOR	Foreign Relations (S)	C05	Building Materials & Equipment	Construction	627586
SFOR	Foreign Relations (S)	B01	Printing & Publishing	Communications/Electronics	459759
SFOR	Foreign Relations (S)	B02	TV/Movies/Music	Communications/Electronics	619868
SFOR	Foreign Relations (S)	B09	Telecom Services	Communications/Electronics	401761
SFOR	Foreign Relations (S)	B08	Telephone Utilities	Communications/Electronics	184876
SFOR	Foreign Relations (S)	B12	Electronics Mfg & Equip	Communications/Electronics	967258
SFOR	Foreign Relations (S)	B13	Internet	Communications/Electronics	305749
SFOR	Foreign Relations (S)	D03	Misc Defense	Defense	181283
SFOR	Foreign Relations (S)	D01	Defense Aerospace	Defense	180298
SFOR	Foreign Relations (S)	D02	Defense Electronics	Defense	147158
SFOR	Foreign Relations (S)	E01	Oil & Gas	Energy & Natural Resources	1410938
SFOR	Foreign Relations (S)	E04	Mining	Energy & Natural Resources	275327
SFOR	Foreign Relations (S)	E08	Electric Utilities	Energy & Natural Resources	576863
SFOR	Foreign Relations (S)	E10	Waste Management	Energy & Natural Resources	37405
SFOR	Foreign Relations (S)	F13	Misc Finance	Finance, Insurance & Real Estate	1981309
SFOR	Foreign Relations (S)	F03	Commercial Banks	Finance, Insurance & Real Estate	938579
SFOR	Foreign Relations (S)	F04	Savings & Loans	Finance, Insurance & Real Estate	13621
SFOR	Foreign Relations (S)	F05	Credit Unions	Finance, Insurance & Real Estate	60529
SFOR	Foreign Relations (S)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	222357
SFOR	Foreign Relations (S)	F07	Securities & Investment	Finance, Insurance & Real Estate	5337999
SFOR	Foreign Relations (S)	F09	Insurance	Finance, Insurance & Real Estate	1793010
SFOR	Foreign Relations (S)	F10	Real Estate	Finance, Insurance & Real Estate	4759827
SFOR	Foreign Relations (S)	F11	Accountants	Finance, Insurance & Real Estate	520129
SFOR	Foreign Relations (S)	N00	Business Associations	Misc Business	115134
SFOR	Foreign Relations (S)	A09	Food Processing & Sales	Agribusiness	511766
SFOR	Foreign Relations (S)	N01	Food & Beverage	Misc Business	741451
SFOR	Foreign Relations (S)	N02	Beer, Wine & Liquor	Misc Business	365054
SFOR	Foreign Relations (S)	N03	Retail Sales	Misc Business	802058
SFOR	Foreign Relations (S)	N04	Misc Services	Misc Business	359415
SFOR	Foreign Relations (S)	N05	Business Services	Misc Business	1571516
SFOR	Foreign Relations (S)	N06	Recreation/Live Entertainment	Misc Business	296943
SFOR	Foreign Relations (S)	N07	Casinos/Gambling	Misc Business	128515
SFOR	Foreign Relations (S)	H01	Health Professionals	Health	2632304
SFOR	Foreign Relations (S)	H02	Hospitals/Nursing Homes	Health	674976
SFOR	Foreign Relations (S)	H03	Health Services/HMOs	Health	462876
SFOR	Foreign Relations (S)	H04	Pharmaceuticals/Health Products	Health	949401
SFOR	Foreign Relations (S)	W04	Education	Other	996202
SFOR	Foreign Relations (S)	Q01	Republican/Conservative	Ideological/Single-Issue	3066188
SFOR	Foreign Relations (S)	Q02	Democratic/Liberal	Ideological/Single-Issue	154916
SFOR	Foreign Relations (S)	Q03	Leadership PACs	Ideological/Single-Issue	1529832
SFOR	Foreign Relations (S)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	290419
SFOR	Foreign Relations (S)	Q05	Pro-Israel	Ideological/Single-Issue	720841
SFOR	Foreign Relations (S)	Q13	Gun Rights	Ideological/Single-Issue	451104
SFOR	Foreign Relations (S)	Q09	Human Rights	Ideological/Single-Issue	67453
SFOR	Foreign Relations (S)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	44481
SFOR	Foreign Relations (S)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	-2250
SFOR	Foreign Relations (S)	Q08	Women's Issues	Ideological/Single-Issue	21169
SFOR	Foreign Relations (S)	Q11	Environment	Ideological/Single-Issue	51286
SFOR	Foreign Relations (S)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	4420407
SFOR	Foreign Relations (S)	K02	Lobbyists	Lawyers & Lobbyists	1287357
SFOR	Foreign Relations (S)	P05	Misc Unions	Labor	15250
SFOR	Foreign Relations (S)	P04	Public Sector Unions	Labor	47233
SFOR	Foreign Relations (S)	P01	Building Trade Unions	Labor	19000
SFOR	Foreign Relations (S)	P02	Industrial Unions	Labor	30213
SFOR	Foreign Relations (S)	P03	Transportation Unions	Labor	30013
SFOR	Foreign Relations (S)	N15	Misc Manufacturing & Distributing	Misc Business	1188736
SFOR	Foreign Relations (S)	N13	Chemical & Related Manufacturing	Misc Business	373458
SFOR	Foreign Relations (S)	N14	Steel Production	Misc Business	66317
SFOR	Foreign Relations (S)	M01	Air Transport	Transportation	590879
SFOR	Foreign Relations (S)	M02	Automotive	Transportation	807654
SFOR	Foreign Relations (S)	M03	Trucking	Transportation	214821
SFOR	Foreign Relations (S)	M04	Railroads	Transportation	228674
SFOR	Foreign Relations (S)	M05	Sea Transport	Transportation	117002
SFOR	Foreign Relations (S)	N08	Lodging/Tourism	Misc Business	377415
SFOR	Foreign Relations (S)	W06	Retired	Other	15123225
SFOR	Foreign Relations (S)	W03	Civil Servants/Public Officials	Other	479043
SFOR	Foreign Relations (S)	W02	Non-Profit Institutions	Other	337659
SFOR	Foreign Relations (S)	W05	Clergy & Religious Organizations	Other	87574
SFOR	Foreign Relations (S)	Q16	Candidate Committees	Ideological/Single-Issue	89249
SFOR	Foreign Relations (S)	Q12	Gun Control	Ideological/Single-Issue	3950
SFOR	Foreign Relations (S)	N16	Textiles	Misc Business	57013
SGOV	Homeland Security and Governmental Affairs (S)	A01	Crop Production & Basic Processing	Agribusiness	453517
SGOV	Homeland Security and Governmental Affairs (S)	A02	Tobacco	Agribusiness	114911
SGOV	Homeland Security and Governmental Affairs (S)	A04	Dairy	Agribusiness	149017
SGOV	Homeland Security and Governmental Affairs (S)	A05	Poultry & Eggs	Agribusiness	53350
SGOV	Homeland Security and Governmental Affairs (S)	A06	Livestock	Agribusiness	143900
SGOV	Homeland Security and Governmental Affairs (S)	A07	Agricultural Services/Products	Agribusiness	345609
SGOV	Homeland Security and Governmental Affairs (S)	A10	Forestry & Forest Products	Agribusiness	185715
SGOV	Homeland Security and Governmental Affairs (S)	C01	General Contractors	Construction	672958
SGOV	Homeland Security and Governmental Affairs (S)	C02	Home Builders	Construction	295529
SGOV	Homeland Security and Governmental Affairs (S)	C03	Special Trade Contractors	Construction	269062
SGOV	Homeland Security and Governmental Affairs (S)	C04	Construction Services	Construction	356753
SGOV	Homeland Security and Governmental Affairs (S)	C05	Building Materials & Equipment	Construction	596217
SGOV	Homeland Security and Governmental Affairs (S)	B01	Printing & Publishing	Communications/Electronics	294691
SGOV	Homeland Security and Governmental Affairs (S)	B02	TV/Movies/Music	Communications/Electronics	512113
SGOV	Homeland Security and Governmental Affairs (S)	B09	Telecom Services	Communications/Electronics	494617
SGOV	Homeland Security and Governmental Affairs (S)	B08	Telephone Utilities	Communications/Electronics	254407
SGOV	Homeland Security and Governmental Affairs (S)	B12	Electronics Mfg & Equip	Communications/Electronics	1084553
SGOV	Homeland Security and Governmental Affairs (S)	B13	Internet	Communications/Electronics	343585
SGOV	Homeland Security and Governmental Affairs (S)	D03	Misc Defense	Defense	209770
SGOV	Homeland Security and Governmental Affairs (S)	D01	Defense Aerospace	Defense	325885
SGOV	Homeland Security and Governmental Affairs (S)	D02	Defense Electronics	Defense	350675
SGOV	Homeland Security and Governmental Affairs (S)	E01	Oil & Gas	Energy & Natural Resources	1991083
SGOV	Homeland Security and Governmental Affairs (S)	E04	Mining	Energy & Natural Resources	357298
SGOV	Homeland Security and Governmental Affairs (S)	E08	Electric Utilities	Energy & Natural Resources	693792
SGOV	Homeland Security and Governmental Affairs (S)	E10	Waste Management	Energy & Natural Resources	50565
SGOV	Homeland Security and Governmental Affairs (S)	F13	Misc Finance	Finance, Insurance & Real Estate	1637484
SGOV	Homeland Security and Governmental Affairs (S)	F03	Commercial Banks	Finance, Insurance & Real Estate	1189475
SGOV	Homeland Security and Governmental Affairs (S)	F04	Savings & Loans	Finance, Insurance & Real Estate	40686
SGOV	Homeland Security and Governmental Affairs (S)	F05	Credit Unions	Finance, Insurance & Real Estate	71478
SGOV	Homeland Security and Governmental Affairs (S)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	357667
SGOV	Homeland Security and Governmental Affairs (S)	F07	Securities & Investment	Finance, Insurance & Real Estate	5635795
SGOV	Homeland Security and Governmental Affairs (S)	F09	Insurance	Finance, Insurance & Real Estate	2233009
SGOV	Homeland Security and Governmental Affairs (S)	F10	Real Estate	Finance, Insurance & Real Estate	3234377
SGOV	Homeland Security and Governmental Affairs (S)	F11	Accountants	Finance, Insurance & Real Estate	562963
SGOV	Homeland Security and Governmental Affairs (S)	N00	Business Associations	Misc Business	154299
SGOV	Homeland Security and Governmental Affairs (S)	A09	Food Processing & Sales	Agribusiness	627156
SGOV	Homeland Security and Governmental Affairs (S)	N01	Food & Beverage	Misc Business	674105
SGOV	Homeland Security and Governmental Affairs (S)	N02	Beer, Wine & Liquor	Misc Business	433315
SGOV	Homeland Security and Governmental Affairs (S)	N03	Retail Sales	Misc Business	781700
SGOV	Homeland Security and Governmental Affairs (S)	N04	Misc Services	Misc Business	268194
SGOV	Homeland Security and Governmental Affairs (S)	N05	Business Services	Misc Business	1045787
SGOV	Homeland Security and Governmental Affairs (S)	N06	Recreation/Live Entertainment	Misc Business	380091
SGOV	Homeland Security and Governmental Affairs (S)	N07	Casinos/Gambling	Misc Business	360990
SGOV	Homeland Security and Governmental Affairs (S)	H01	Health Professionals	Health	1951025
SGOV	Homeland Security and Governmental Affairs (S)	H02	Hospitals/Nursing Homes	Health	729426
SGOV	Homeland Security and Governmental Affairs (S)	H03	Health Services/HMOs	Health	459487
SGOV	Homeland Security and Governmental Affairs (S)	H04	Pharmaceuticals/Health Products	Health	1107161
SGOV	Homeland Security and Governmental Affairs (S)	W04	Education	Other	732798
SGOV	Homeland Security and Governmental Affairs (S)	Q01	Republican/Conservative	Ideological/Single-Issue	2230527
SGOV	Homeland Security and Governmental Affairs (S)	Q02	Democratic/Liberal	Ideological/Single-Issue	26345
SGOV	Homeland Security and Governmental Affairs (S)	Q03	Leadership PACs	Ideological/Single-Issue	2522933
SGOV	Homeland Security and Governmental Affairs (S)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	56800
SGOV	Homeland Security and Governmental Affairs (S)	Q05	Pro-Israel	Ideological/Single-Issue	1089836
SGOV	Homeland Security and Governmental Affairs (S)	Q13	Gun Rights	Ideological/Single-Issue	421421
SGOV	Homeland Security and Governmental Affairs (S)	Q09	Human Rights	Ideological/Single-Issue	105783
SGOV	Homeland Security and Governmental Affairs (S)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	26139
SGOV	Homeland Security and Governmental Affairs (S)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	23370
SGOV	Homeland Security and Governmental Affairs (S)	Q08	Women's Issues	Ideological/Single-Issue	26966
SGOV	Homeland Security and Governmental Affairs (S)	Q11	Environment	Ideological/Single-Issue	32319
SGOV	Homeland Security and Governmental Affairs (S)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	3056154
SGOV	Homeland Security and Governmental Affairs (S)	K02	Lobbyists	Lawyers & Lobbyists	1341344
SGOV	Homeland Security and Governmental Affairs (S)	P05	Misc Unions	Labor	22350
SGOV	Homeland Security and Governmental Affairs (S)	P04	Public Sector Unions	Labor	115696
SGOV	Homeland Security and Governmental Affairs (S)	P01	Building Trade Unions	Labor	65000
SGOV	Homeland Security and Governmental Affairs (S)	P02	Industrial Unions	Labor	28595
SGOV	Homeland Security and Governmental Affairs (S)	P03	Transportation Unions	Labor	106051
SGOV	Homeland Security and Governmental Affairs (S)	N15	Misc Manufacturing & Distributing	Misc Business	1453146
SGOV	Homeland Security and Governmental Affairs (S)	N13	Chemical & Related Manufacturing	Misc Business	543722
SGOV	Homeland Security and Governmental Affairs (S)	N14	Steel Production	Misc Business	168612
SGOV	Homeland Security and Governmental Affairs (S)	M01	Air Transport	Transportation	791986
SGOV	Homeland Security and Governmental Affairs (S)	M02	Automotive	Transportation	863607
SGOV	Homeland Security and Governmental Affairs (S)	M03	Trucking	Transportation	323829
SGOV	Homeland Security and Governmental Affairs (S)	M04	Railroads	Transportation	380044
SGOV	Homeland Security and Governmental Affairs (S)	M05	Sea Transport	Transportation	190443
SGOV	Homeland Security and Governmental Affairs (S)	N08	Lodging/Tourism	Misc Business	434112
SGOV	Homeland Security and Governmental Affairs (S)	W06	Retired	Other	10223574
SGOV	Homeland Security and Governmental Affairs (S)	W03	Civil Servants/Public Officials	Other	296299
SGOV	Homeland Security and Governmental Affairs (S)	W02	Non-Profit Institutions	Other	322290
SGOV	Homeland Security and Governmental Affairs (S)	W05	Clergy & Religious Organizations	Other	30908
SGOV	Homeland Security and Governmental Affairs (S)	Q16	Candidate Committees	Ideological/Single-Issue	104881
SGOV	Homeland Security and Governmental Affairs (S)	Q12	Gun Control	Ideological/Single-Issue	0
SGOV	Homeland Security and Governmental Affairs (S)	N16	Textiles	Misc Business	71856
SIND	Indian Affairs (S)	A01	Crop Production & Basic Processing	Agribusiness	536834
SIND	Indian Affairs (S)	A02	Tobacco	Agribusiness	46075
SIND	Indian Affairs (S)	A04	Dairy	Agribusiness	80050
SIND	Indian Affairs (S)	A05	Poultry & Eggs	Agribusiness	15900
SIND	Indian Affairs (S)	A06	Livestock	Agribusiness	165637
SIND	Indian Affairs (S)	A07	Agricultural Services/Products	Agribusiness	331050
SIND	Indian Affairs (S)	A10	Forestry & Forest Products	Agribusiness	137111
SIND	Indian Affairs (S)	C01	General Contractors	Construction	318692
SIND	Indian Affairs (S)	C02	Home Builders	Construction	148542
SIND	Indian Affairs (S)	C03	Special Trade Contractors	Construction	93958
SIND	Indian Affairs (S)	C04	Construction Services	Construction	333858
SIND	Indian Affairs (S)	C05	Building Materials & Equipment	Construction	251696
SIND	Indian Affairs (S)	B01	Printing & Publishing	Communications/Electronics	88046
SIND	Indian Affairs (S)	B02	TV/Movies/Music	Communications/Electronics	405048
SIND	Indian Affairs (S)	B09	Telecom Services	Communications/Electronics	469126
SIND	Indian Affairs (S)	B08	Telephone Utilities	Communications/Electronics	184313
SIND	Indian Affairs (S)	B12	Electronics Mfg & Equip	Communications/Electronics	402641
SIND	Indian Affairs (S)	B13	Internet	Communications/Electronics	229531
SIND	Indian Affairs (S)	D03	Misc Defense	Defense	219592
SIND	Indian Affairs (S)	D01	Defense Aerospace	Defense	387570
SIND	Indian Affairs (S)	D02	Defense Electronics	Defense	252682
SIND	Indian Affairs (S)	E01	Oil & Gas	Energy & Natural Resources	1801018
SIND	Indian Affairs (S)	E04	Mining	Energy & Natural Resources	271584
SIND	Indian Affairs (S)	E08	Electric Utilities	Energy & Natural Resources	867202
SIND	Indian Affairs (S)	E10	Waste Management	Energy & Natural Resources	16682
SIND	Indian Affairs (S)	F13	Misc Finance	Finance, Insurance & Real Estate	667381
SIND	Indian Affairs (S)	F03	Commercial Banks	Finance, Insurance & Real Estate	873140
SIND	Indian Affairs (S)	F04	Savings & Loans	Finance, Insurance & Real Estate	14695
SIND	Indian Affairs (S)	F05	Credit Unions	Finance, Insurance & Real Estate	91300
SIND	Indian Affairs (S)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	224612
SIND	Indian Affairs (S)	F07	Securities & Investment	Finance, Insurance & Real Estate	2430377
SIND	Indian Affairs (S)	F09	Insurance	Finance, Insurance & Real Estate	1222924
SIND	Indian Affairs (S)	F10	Real Estate	Finance, Insurance & Real Estate	1490952
SIND	Indian Affairs (S)	F11	Accountants	Finance, Insurance & Real Estate	401617
SIND	Indian Affairs (S)	N00	Business Associations	Misc Business	106568
SIND	Indian Affairs (S)	A09	Food Processing & Sales	Agribusiness	211502
SIND	Indian Affairs (S)	N01	Food & Beverage	Misc Business	344807
SIND	Indian Affairs (S)	N02	Beer, Wine & Liquor	Misc Business	231382
SIND	Indian Affairs (S)	N03	Retail Sales	Misc Business	353982
SIND	Indian Affairs (S)	N04	Misc Services	Misc Business	148401
SIND	Indian Affairs (S)	N05	Business Services	Misc Business	469563
SIND	Indian Affairs (S)	N06	Recreation/Live Entertainment	Misc Business	166810
SIND	Indian Affairs (S)	N07	Casinos/Gambling	Misc Business	488075
SIND	Indian Affairs (S)	H01	Health Professionals	Health	904601
SIND	Indian Affairs (S)	H02	Hospitals/Nursing Homes	Health	254317
SIND	Indian Affairs (S)	H03	Health Services/HMOs	Health	281244
SIND	Indian Affairs (S)	H04	Pharmaceuticals/Health Products	Health	543365
SIND	Indian Affairs (S)	W04	Education	Other	381419
SIND	Indian Affairs (S)	Q01	Republican/Conservative	Ideological/Single-Issue	330718
SIND	Indian Affairs (S)	Q02	Democratic/Liberal	Ideological/Single-Issue	59035
SIND	Indian Affairs (S)	Q03	Leadership PACs	Ideological/Single-Issue	2014838
SIND	Indian Affairs (S)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	32000
SIND	Indian Affairs (S)	Q05	Pro-Israel	Ideological/Single-Issue	575439
SIND	Indian Affairs (S)	Q13	Gun Rights	Ideological/Single-Issue	156260
SIND	Indian Affairs (S)	Q09	Human Rights	Ideological/Single-Issue	90987
SIND	Indian Affairs (S)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	3699
SIND	Indian Affairs (S)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	8150
SIND	Indian Affairs (S)	Q08	Women's Issues	Ideological/Single-Issue	11525
SIND	Indian Affairs (S)	Q11	Environment	Ideological/Single-Issue	186217
SIND	Indian Affairs (S)	K01	Lawyers/Law Firms	Lawyers & Lobbyists	1724579
SIND	Indian Affairs (S)	K02	Lobbyists	Lawyers & Lobbyists	1072533
SIND	Indian Affairs (S)	P05	Misc Unions	Labor	30282
SIND	Indian Affairs (S)	P04	Public Sector Unions	Labor	219013
SIND	Indian Affairs (S)	P01	Building Trade Unions	Labor	115600
SIND	Indian Affairs (S)	P02	Industrial Unions	Labor	55045
SIND	Indian Affairs (S)	P03	Transportation Unions	Labor	152561
SIND	Indian Affairs (S)	N15	Misc Manufacturing & Distributing	Misc Business	452671
SIND	Indian Affairs (S)	N13	Chemical & Related Manufacturing	Misc Business	196510
SIND	Indian Affairs (S)	N14	Steel Production	Misc Business	45612
SIND	Indian Affairs (S)	M01	Air Transport	Transportation	498026
SIND	Indian Affairs (S)	M02	Automotive	Transportation	379074
SIND	Indian Affairs (S)	M03	Trucking	Transportation	134135
SIND	Indian Affairs (S)	M04	Railroads	Transportation	393601
SIND	Indian Affairs (S)	M05	Sea Transport	Transportation	211485
SIND	Indian Affairs (S)	N08	Lodging/Tourism	Misc Business	275770
SIND	Indian Affairs (S)	W06	Retired	Other	2482124
SIND	Indian Affairs (S)	W03	Civil Servants/Public Officials	Other	181409
SIND	Indian Affairs (S)	W02	Non-Profit Institutions	Other	164339
SIND	Indian Affairs (S)	W05	Clergy & Religious Organizations	Other	7936
SIND	Indian Affairs (S)	Q16	Candidate Committees	Ideological/Single-Issue	41730
SIND	Indian Affairs (S)	Q12	Gun Control	Ideological/Single-Issue	0
SIND	Indian Affairs (S)	N16	Textiles	Misc Business	9008
SJUD	Judiciary (S)	A01	Crop Production & Basic Processing	Agribusiness	1030780
SJUD	Judiciary (S)	A02	Tobacco	Agribusiness	56613
SJUD	Judiciary (S)	A04	Dairy	Agribusiness	173106
SJUD	Judiciary (S)	A05	Poultry & Eggs	Agribusiness	51400
SJUD	Judiciary (S)	A06	Livestock	Agribusiness	446436
SJUD	Judiciary (S)	A07	Agricultural Services/Products	Agribusiness	554048
SJUD	Judiciary (S)	A10	Forestry & Forest Products	Agribusiness	136316
SJUD	Judiciary (S)	C01	General Contractors	Construction	1173561
SJUD	Judiciary (S)	C02	Home Builders	Construction	212432
SJUD	Judiciary (S)	C03	Special Trade Contractors	Construction	603175
SJUD	Judiciary (S)	C04	Construction Services	Construction	842174
SJUD	Judiciary (S)	C05	Building Materials & Equipment	Construction	351238
SJUD	Judiciary (S)	B01	Printing & Publishing	Communications/Electronics	558758
SJUD	Judiciary (S)	B02	TV/Movies/Music	Communications/Electronics	1467680
SJUD	Judiciary (S)	B09	Telecom Services	Communications/Electronics	746254
SJUD	Judiciary (S)	B08	Telephone Utilities	Communications/Electronics	257519
SJUD	Judiciary (S)	B12	Electronics Mfg & Equip	Communications/Electronics	1583507
SJUD	Judiciary (S)	B13	Internet	Communications/Electronics	625712
SJUD	Judiciary (S)	D03	Misc Defense	Defense	194977
SJUD	Judiciary (S)	D01	Defense Aerospace	Defense	585169
SJUD	Judiciary (S)	D02	Defense Electronics	Defense	227677
SJUD	Judiciary (S)	E01	Oil & Gas	Energy & Natural Resources	1797471
SJUD	Judiciary (S)	E04	Mining	Energy & Natural Resources	299240
SJUD	Judiciary (S)	E08	Electric Utilities	Energy & Natural Resources	643628
SJUD	Judiciary (S)	E10	Waste Management	Energy & Natural Resources	36711
SJUD	Judiciary (S)	F13	Misc Finance	Finance, Insurance & Real Estate	1872645
SJUD	Judiciary (S)	F03	Commercial Banks	Finance, Insurance & Real Estate	1038086
SJUD	Judiciary (S)	F04	Savings & Loans	Finance, Insurance & Real Estate	28666
SJUD	Judiciary (S)	F05	Credit Unions	Finance, Insurance & Real Estate	69636
SJUD	Judiciary (S)	F06	Finance/Credit Companies	Finance, Insurance & Real Estate	390172
SJUD	Judiciary (S)	F07	Securities & Investment	Finance, Insurance & Real Estate	5675661
SJUD	Judiciary (S)	F09	Insurance	Finance, Insurance & Real Estate	1931877
SJUD	Judiciary (S)	F10	Real Estate	Finance, Insurance & Real Estate	5086262
SJUD	Judiciary (S)	F11	Accountants	Finance, Insurance & Real Estate	898876
SJUD	Judiciary (S)	N00	Business Associations	Misc Business	64449
SJUD	Judiciary (S)	A09	Food Processing & Sales	Agribusiness	394699
SJUD	Judiciary (S)	N01	Food & Beverage	Misc Business	539424
SJUD	Judiciary (S)	N02	Beer, Wine & Liquor	Misc Business	528993
SJUD	Judiciary (S)	N03	Retail Sales	Misc Business	849883
SJUD	Judiciary (S)	N04	Misc Services	Misc Business	386556
SJUD	Judiciary (S)	N05	Business Services	Misc Business	1625714
SJUD	Judiciary (S)	N06	Recreation/Live Entertainment	Misc Business	434343
SJUD	Judiciary (S)	N07	Casinos/Gambling	Misc Business	264885
SJUD	Judiciary (S)	H01	Health Professionals	Health	3153536
SJUD	Judiciary (S)	H02	Hospitals/Nursing Homes	Health	1210733
SJUD	Judiciary (S)	H03	Health Services/HMOs	Health	783669
SJUD	Judiciary (S)	H04	Pharmaceuticals/Health Products	Health	1501216
SJUD	Judiciary (S)	W04	Education	Other	1339562
SJUD	Judiciary (S)	Q01	Republican/Conservative	Ideological/Single-Issue	4326714
SJUD	Judiciary (S)	Q02	Democratic/Liberal	Ideological/Single-Issue	212514
SJUD	Judiciary (S)	Q03	Leadership PACs	Ideological/Single-Issue	1451679
SJUD	Judiciary (S)	Q04	Foreign & Defense Policy	Ideological/Single-Issue	187900
SJUD	Judiciary (S)	Q05	Pro-Israel	Ideological/Single-Issue	1360250
SJUD	Judiciary (S)	Q13	Gun Rights	Ideological/Single-Issue	421584
SJUD	Judiciary (S)	Q09	Human Rights	Ideological/Single-Issue	152214
SJUD	Judiciary (S)	Q14	Abortion Policy/Anti-Abortion	Ideological/Single-Issue	52129
SJUD	Judiciary (S)	Q15	Abortion Policy/Pro-Abortion Rights	Ideological/Single-Issue	94446
SJUD	Judiciary (S)	Q08	Women's Issues	Ideological/Single-Issue	76317
SJUD	Judiciary (S)	Q11	Environment	Ideological/Single-Issue	295691
