committee_name	sect_ind	donations
Finance (S)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	105199
Finance (S)	Ideological/Single-Issue - Candidate Committees	144150
Finance (S)	Ideological/Single-Issue - Democratic/Liberal	1107128
Finance (S)	Ideological/Single-Issue - Environment	769692
Finance (S)	Ideological/Single-Issue - Foreign & Defense Policy	188050
Finance (S)	Ideological/Single-Issue - Gun Control	42027
Finance (S)	Ideological/Single-Issue - Gun Rights	362629
Finance (S)	Ideological/Single-Issue - Human Rights	286958
Finance (S)	Ideological/Single-Issue - Leadership PACs	3950415
Finance (S)	Ideological/Single-Issue - Pro-Israel	1596837
Finance (S)	Ideological/Single-Issue - Republican/Conservative	1913308
Finance (S)	Ideological/Single-Issue - Women's Issues	5900
Finance (S)	Labor - Building Trade Unions	168000
Finance (S)	Labor - Industrial Unions	95691
Finance (S)	Labor - Misc Unions	51275
Finance (S)	Labor - Public Sector Unions	290188
Finance (S)	Labor - Transportation Unions	234545
Finance (S)	Lawyers & Lobbyists - Lawyers/Law Firms	8512410
Finance (S)	Lawyers & Lobbyists - Lobbyists	3422381
Finance (S)	Misc Business - Beer, Wine & Liquor	852404
Finance (S)	Misc Business - Business Associations	257091
Finance (S)	Misc Business - Business Services	1832467
Finance (S)	Misc Business - Casinos/Gambling	518093
Finance (S)	Misc Business - Chemical & Related Manufacturing	1005490
Finance (S)	Misc Business - Food & Beverage	992432
Finance (S)	Misc Business - Lodging/Tourism	748077
Finance (S)	Misc Business - Misc Manufacturing & Distributing	2367069
Finance (S)	Misc Business - Misc Services	373364
Finance (S)	Misc Business - Recreation/Live Entertainment	643775
Finance (S)	Misc Business - Retail Sales	1692072
Finance (S)	Misc Business - Steel Production	317688
Finance (S)	Misc Business - Textiles	129884
Finance (S)	Other - Civil Servants/Public Officials	555846
Finance (S)	Other - Clergy & Religious Organizations	46703
Finance (S)	Other - Education	1403281
Finance (S)	Other - Non-Profit Institutions	797721
Finance (S)	Other - Retired	9380868
Finance (S)	Transportation - Air Transport	997730
Finance (S)	Transportation - Automotive	1184416
Finance (S)	Transportation - Railroads	547240
Finance (S)	Transportation - Sea Transport	301625
Finance (S)	Transportation - Trucking	370997
Financial Services (H)	Agribusiness - Agricultural Services/Products	632488
Financial Services (H)	Agribusiness - Crop Production & Basic Processing	906033
Financial Services (H)	Agribusiness - Dairy	171374
Financial Services (H)	Agribusiness - Food Processing & Sales	398009
Financial Services (H)	Agribusiness - Forestry & Forest Products	245994
Financial Services (H)	Agribusiness - Livestock	358966
Financial Services (H)	Agribusiness - Poultry & Eggs	105000
Financial Services (H)	Agribusiness - Tobacco	113375
Financial Services (H)	Communications/Electronics - Electronics Mfg & Equip	649630
Financial Services (H)	Communications/Electronics - Internet	264204
Financial Services (H)	Communications/Electronics - Printing & Publishing	277784
Financial Services (H)	Communications/Electronics - TV/Movies/Music	463749
Financial Services (H)	Communications/Electronics - Telecom Services	591202
Financial Services (H)	Communications/Electronics - Telephone Utilities	420035
Financial Services (H)	Construction - Building Materials & Equipment	609595
Financial Services (H)	Construction - Construction Services	513956
Financial Services (H)	Construction - General Contractors	746614
Financial Services (H)	Construction - Home Builders	598374
Financial Services (H)	Construction - Special Trade Contractors	427962
Financial Services (H)	Defense - Defense Aerospace	821678
Financial Services (H)	Defense - Defense Electronics	300224
Financial Services (H)	Defense - Misc Defense	121607
Financial Services (H)	Energy & Natural Resources - Electric Utilities	1159538
Financial Services (H)	Energy & Natural Resources - Mining	329553
Financial Services (H)	Energy & Natural Resources - Oil & Gas	1663259
Financial Services (H)	Energy & Natural Resources - Waste Management	42555
Financial Services (H)	Finance, Insurance & Real Estate - Accountants	2368953
Financial Services (H)	Finance, Insurance & Real Estate - Commercial Banks	4592442
Financial Services (H)	Finance, Insurance & Real Estate - Credit Unions	658353
Financial Services (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	2294592
Financial Services (H)	Finance, Insurance & Real Estate - Insurance	7910210
Financial Services (H)	Finance, Insurance & Real Estate - Misc Finance	2026921
Financial Services (H)	Finance, Insurance & Real Estate - Real Estate	6333014
Financial Services (H)	Finance, Insurance & Real Estate - Savings & Loans	90400
Financial Services (H)	Finance, Insurance & Real Estate - Securities & Investment	8547313
Financial Services (H)	Health - Health Professionals	2702123
Financial Services (H)	Health - Health Services/HMOs	587582
Financial Services (H)	Health - Hospitals/Nursing Homes	907117
Financial Services (H)	Health - Pharmaceuticals/Health Products	1381497
Financial Services (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	65783
Financial Services (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	88887
Financial Services (H)	Ideological/Single-Issue - Candidate Committees	893211
Financial Services (H)	Ideological/Single-Issue - Democratic/Liberal	1202974
Financial Services (H)	Ideological/Single-Issue - Environment	146641
Financial Services (H)	Ideological/Single-Issue - Foreign & Defense Policy	138490
Financial Services (H)	Ideological/Single-Issue - Gun Control	18309
Financial Services (H)	Ideological/Single-Issue - Gun Rights	358714
Financial Services (H)	Ideological/Single-Issue - Human Rights	430800
Financial Services (H)	Ideological/Single-Issue - Leadership PACs	3231909
Financial Services (H)	Ideological/Single-Issue - Pro-Israel	1188267
Financial Services (H)	Ideological/Single-Issue - Republican/Conservative	1754704
Financial Services (H)	Ideological/Single-Issue - Women's Issues	102284
Financial Services (H)	Labor - Building Trade Unions	1060654
Financial Services (H)	Labor - Industrial Unions	757256
Financial Services (H)	Labor - Misc Unions	361247
Financial Services (H)	Labor - Public Sector Unions	946338
Financial Services (H)	Labor - Transportation Unions	742150
Financial Services (H)	Lawyers & Lobbyists - Lawyers/Law Firms	4542404
Financial Services (H)	Lawyers & Lobbyists - Lobbyists	1620148
Financial Services (H)	Misc Business - Beer, Wine & Liquor	847892
Financial Services (H)	Misc Business - Business Associations	126964
Financial Services (H)	Misc Business - Business Services	1101234
Financial Services (H)	Misc Business - Casinos/Gambling	580823
Financial Services (H)	Misc Business - Chemical & Related Manufacturing	276400
Financial Services (H)	Misc Business - Food & Beverage	804323
Financial Services (H)	Misc Business - Lodging/Tourism	300305
Financial Services (H)	Misc Business - Misc Manufacturing & Distributing	1382130
Financial Services (H)	Misc Business - Misc Services	307005
Financial Services (H)	Misc Business - Recreation/Live Entertainment	170927
Financial Services (H)	Misc Business - Retail Sales	1345836
Financial Services (H)	Misc Business - Steel Production	156505
Financial Services (H)	Misc Business - Textiles	87310
Financial Services (H)	Other - Civil Servants/Public Officials	415237
Financial Services (H)	Other - Clergy & Religious Organizations	46869
Financial Services (H)	Other - Education	1099575
Financial Services (H)	Other - Non-Profit Institutions	341850
Financial Services (H)	Other - Retired	5965115
Financial Services (H)	Transportation - Air Transport	596140
Financial Services (H)	Transportation - Automotive	1293178
Financial Services (H)	Transportation - Railroads	444276
Financial Services (H)	Transportation - Sea Transport	61173
Financial Services (H)	Transportation - Trucking	124816
Foreign Affairs (H)	Agribusiness - Agricultural Services/Products	248719
Foreign Affairs (H)	Agribusiness - Crop Production & Basic Processing	600838
Foreign Affairs (H)	Agribusiness - Dairy	103016
Foreign Affairs (H)	Agribusiness - Food Processing & Sales	297712
Foreign Affairs (H)	Agribusiness - Forestry & Forest Products	92573
Foreign Affairs (H)	Agribusiness - Livestock	106878
Foreign Affairs (H)	Agribusiness - Poultry & Eggs	16705
Foreign Affairs (H)	Agribusiness - Tobacco	54479
Foreign Affairs (H)	Communications/Electronics - Electronics Mfg & Equip	837134
Foreign Affairs (H)	Communications/Electronics - Internet	300332
Foreign Affairs (H)	Communications/Electronics - Printing & Publishing	212745
Foreign Affairs (H)	Communications/Electronics - TV/Movies/Music	653236
Foreign Affairs (H)	Communications/Electronics - Telecom Services	520964
Foreign Affairs (H)	Communications/Electronics - Telephone Utilities	371931
Foreign Affairs (H)	Construction - Building Materials & Equipment	312458
Foreign Affairs (H)	Construction - Construction Services	469898
Foreign Affairs (H)	Construction - General Contractors	559224
Foreign Affairs (H)	Construction - Home Builders	226232
Foreign Affairs (H)	Construction - Special Trade Contractors	284806
Foreign Affairs (H)	Defense - Defense Aerospace	692776
Foreign Affairs (H)	Defense - Defense Electronics	352011
Foreign Affairs (H)	Defense - Misc Defense	278605
Foreign Affairs (H)	Energy & Natural Resources - Electric Utilities	639926
Foreign Affairs (H)	Energy & Natural Resources - Mining	26270
Foreign Affairs (H)	Energy & Natural Resources - Oil & Gas	790264
Foreign Affairs (H)	Energy & Natural Resources - Waste Management	76867
Foreign Affairs (H)	Finance, Insurance & Real Estate - Accountants	730733
Foreign Affairs (H)	Finance, Insurance & Real Estate - Commercial Banks	742106
Foreign Affairs (H)	Finance, Insurance & Real Estate - Credit Unions	265472
Foreign Affairs (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	333643
Foreign Affairs (H)	Finance, Insurance & Real Estate - Insurance	1540288
Foreign Affairs (H)	Finance, Insurance & Real Estate - Misc Finance	851381
Foreign Affairs (H)	Finance, Insurance & Real Estate - Real Estate	3122849
Foreign Affairs (H)	Finance, Insurance & Real Estate - Savings & Loans	14665
Foreign Affairs (H)	Finance, Insurance & Real Estate - Securities & Investment	2604724
Foreign Affairs (H)	Health - Health Professionals	1944398
Foreign Affairs (H)	Health - Health Services/HMOs	379954
Foreign Affairs (H)	Health - Hospitals/Nursing Homes	515805
Foreign Affairs (H)	Health - Pharmaceuticals/Health Products	776859
Foreign Affairs (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	42335
Foreign Affairs (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	54420
Foreign Affairs (H)	Ideological/Single-Issue - Candidate Committees	395105
Foreign Affairs (H)	Ideological/Single-Issue - Democratic/Liberal	1268358
Foreign Affairs (H)	Ideological/Single-Issue - Environment	132985
Foreign Affairs (H)	Ideological/Single-Issue - Foreign & Defense Policy	199615
Foreign Affairs (H)	Ideological/Single-Issue - Gun Control	0
Foreign Affairs (H)	Ideological/Single-Issue - Gun Rights	209196
Foreign Affairs (H)	Ideological/Single-Issue - Human Rights	455306
Foreign Affairs (H)	Ideological/Single-Issue - Leadership PACs	1532126
Foreign Affairs (H)	Ideological/Single-Issue - Pro-Israel	1517628
Foreign Affairs (H)	Ideological/Single-Issue - Republican/Conservative	1275324
Foreign Affairs (H)	Ideological/Single-Issue - Women's Issues	6800
Foreign Affairs (H)	Labor - Building Trade Unions	915580
Foreign Affairs (H)	Labor - Industrial Unions	555600
Foreign Affairs (H)	Labor - Misc Unions	280845
Foreign Affairs (H)	Labor - Public Sector Unions	832281
Foreign Affairs (H)	Labor - Transportation Unions	761755
Foreign Affairs (H)	Lawyers & Lobbyists - Lawyers/Law Firms	2804179
Foreign Affairs (H)	Lawyers & Lobbyists - Lobbyists	707742
Foreign Affairs (H)	Misc Business - Beer, Wine & Liquor	528227
Foreign Affairs (H)	Misc Business - Business Associations	88730
Foreign Affairs (H)	Misc Business - Business Services	669933
Foreign Affairs (H)	Misc Business - Casinos/Gambling	270383
Foreign Affairs (H)	Misc Business - Chemical & Related Manufacturing	217470
Foreign Affairs (H)	Misc Business - Food & Beverage	356008
Foreign Affairs (H)	Misc Business - Lodging/Tourism	289052
Foreign Affairs (H)	Misc Business - Misc Manufacturing & Distributing	896243
Foreign Affairs (H)	Misc Business - Misc Services	147339
