committee_name	sect_ind	donations
Health, Education, Labor and Pensions (S)	Communications/Electronics - TV/Movies/Music	2440720
Health, Education, Labor and Pensions (S)	Communications/Electronics - Telecom Services	632028
Health, Education, Labor and Pensions (S)	Communications/Electronics - Telephone Utilities	414250
Health, Education, Labor and Pensions (S)	Construction - Building Materials & Equipment	510857
Health, Education, Labor and Pensions (S)	Construction - Construction Services	1294637
Health, Education, Labor and Pensions (S)	Construction - General Contractors	949321
Health, Education, Labor and Pensions (S)	Construction - Home Builders	304543
Health, Education, Labor and Pensions (S)	Construction - Special Trade Contractors	700449
Health, Education, Labor and Pensions (S)	Defense - Defense Aerospace	727356
Health, Education, Labor and Pensions (S)	Defense - Defense Electronics	287648
Health, Education, Labor and Pensions (S)	Defense - Misc Defense	238363
Health, Education, Labor and Pensions (S)	Energy & Natural Resources - Electric Utilities	1481012
Health, Education, Labor and Pensions (S)	Energy & Natural Resources - Mining	352354
Health, Education, Labor and Pensions (S)	Energy & Natural Resources - Oil & Gas	1909845
Health, Education, Labor and Pensions (S)	Energy & Natural Resources - Waste Management	68809
Health, Education, Labor and Pensions (S)	Finance, Insurance & Real Estate - Accountants	927585
Health, Education, Labor and Pensions (S)	Finance, Insurance & Real Estate - Commercial Banks	1418410
Health, Education, Labor and Pensions (S)	Finance, Insurance & Real Estate - Credit Unions	130080
Health, Education, Labor and Pensions (S)	Finance, Insurance & Real Estate - Finance/Credit Companies	415649
Health, Education, Labor and Pensions (S)	Finance, Insurance & Real Estate - Insurance	2894271
Health, Education, Labor and Pensions (S)	Finance, Insurance & Real Estate - Misc Finance	1893757
Health, Education, Labor and Pensions (S)	Finance, Insurance & Real Estate - Real Estate	4579937
Health, Education, Labor and Pensions (S)	Finance, Insurance & Real Estate - Savings & Loans	54359
Health, Education, Labor and Pensions (S)	Finance, Insurance & Real Estate - Securities & Investment	5506350
Health, Education, Labor and Pensions (S)	Health - Health Professionals	5446382
Health, Education, Labor and Pensions (S)	Health - Health Services/HMOs	1363517
Health, Education, Labor and Pensions (S)	Health - Hospitals/Nursing Homes	2533576
Health, Education, Labor and Pensions (S)	Health - Pharmaceuticals/Health Products	2656984
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	16811
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	179442
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Candidate Committees	106324
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Democratic/Liberal	22524702
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Environment	793987
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Foreign & Defense Policy	102261
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Gun Control	114625
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Gun Rights	267864
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Human Rights	516641
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Leadership PACs	2808106
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Pro-Israel	1165447
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Republican/Conservative	1073805
Health, Education, Labor and Pensions (S)	Ideological/Single-Issue - Women's Issues	811455
Health, Education, Labor and Pensions (S)	Labor - Building Trade Unions	208555
Health, Education, Labor and Pensions (S)	Labor - Industrial Unions	173788
Health, Education, Labor and Pensions (S)	Labor - Misc Unions	131925
Health, Education, Labor and Pensions (S)	Labor - Public Sector Unions	241802
Health, Education, Labor and Pensions (S)	Labor - Transportation Unions	179136
Health, Education, Labor and Pensions (S)	Lawyers & Lobbyists - Lawyers/Law Firms	7218930
Health, Education, Labor and Pensions (S)	Lawyers & Lobbyists - Lobbyists	1967138
Health, Education, Labor and Pensions (S)	Misc Business - Beer, Wine & Liquor	564501
Health, Education, Labor and Pensions (S)	Misc Business - Business Associations	142522
Health, Education, Labor and Pensions (S)	Misc Business - Business Services	2926696
Health, Education, Labor and Pensions (S)	Misc Business - Casinos/Gambling	336832
Health, Education, Labor and Pensions (S)	Misc Business - Chemical & Related Manufacturing	529459
Health, Education, Labor and Pensions (S)	Misc Business - Food & Beverage	1154368
Health, Education, Labor and Pensions (S)	Misc Business - Lodging/Tourism	498953
Health, Education, Labor and Pensions (S)	Misc Business - Misc Manufacturing & Distributing	1497329
Health, Education, Labor and Pensions (S)	Misc Business - Misc Services	831786
Health, Education, Labor and Pensions (S)	Misc Business - Recreation/Live Entertainment	358944
Health, Education, Labor and Pensions (S)	Misc Business - Retail Sales	1640336
Health, Education, Labor and Pensions (S)	Misc Business - Steel Production	162154
Health, Education, Labor and Pensions (S)	Misc Business - Textiles	74664
Health, Education, Labor and Pensions (S)	Other - Civil Servants/Public Officials	2796438
Health, Education, Labor and Pensions (S)	Other - Clergy & Religious Organizations	239353
Health, Education, Labor and Pensions (S)	Other - Education	7898412
Health, Education, Labor and Pensions (S)	Other - Non-Profit Institutions	931000
Health, Education, Labor and Pensions (S)	Other - Retired	11044014
Health, Education, Labor and Pensions (S)	Transportation - Air Transport	1017981
Health, Education, Labor and Pensions (S)	Transportation - Automotive	952396
Health, Education, Labor and Pensions (S)	Transportation - Railroads	343817
Health, Education, Labor and Pensions (S)	Transportation - Sea Transport	360408
Health, Education, Labor and Pensions (S)	Transportation - Trucking	258473
Homeland Security (H)	Agribusiness - Agricultural Services/Products	262345
Homeland Security (H)	Agribusiness - Crop Production & Basic Processing	616704
Homeland Security (H)	Agribusiness - Dairy	30473
Homeland Security (H)	Agribusiness - Food Processing & Sales	154582
Homeland Security (H)	Agribusiness - Forestry & Forest Products	166062
Homeland Security (H)	Agribusiness - Livestock	223003
Homeland Security (H)	Agribusiness - Poultry & Eggs	53900
Homeland Security (H)	Agribusiness - Tobacco	103676
Homeland Security (H)	Communications/Electronics - Electronics Mfg & Equip	518832
Homeland Security (H)	Communications/Electronics - Internet	170700
Homeland Security (H)	Communications/Electronics - Printing & Publishing	96715
Homeland Security (H)	Communications/Electronics - TV/Movies/Music	274831
Homeland Security (H)	Communications/Electronics - Telecom Services	427100
Homeland Security (H)	Communications/Electronics - Telephone Utilities	333531
Homeland Security (H)	Construction - Building Materials & Equipment	286700
Homeland Security (H)	Construction - Construction Services	414803
Homeland Security (H)	Construction - General Contractors	464491
Homeland Security (H)	Construction - Home Builders	196733
Homeland Security (H)	Construction - Special Trade Contractors	183802
Homeland Security (H)	Defense - Defense Aerospace	641980
Homeland Security (H)	Defense - Defense Electronics	409345
Homeland Security (H)	Defense - Misc Defense	334703
Homeland Security (H)	Energy & Natural Resources - Electric Utilities	722067
Homeland Security (H)	Energy & Natural Resources - Mining	38550
Homeland Security (H)	Energy & Natural Resources - Oil & Gas	1123040
Homeland Security (H)	Energy & Natural Resources - Waste Management	31814
Homeland Security (H)	Finance, Insurance & Real Estate - Accountants	526893
Homeland Security (H)	Finance, Insurance & Real Estate - Commercial Banks	643754
Homeland Security (H)	Finance, Insurance & Real Estate - Credit Unions	137809
Homeland Security (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	165700
Homeland Security (H)	Finance, Insurance & Real Estate - Insurance	1004783
Homeland Security (H)	Finance, Insurance & Real Estate - Misc Finance	425800
Homeland Security (H)	Finance, Insurance & Real Estate - Real Estate	1627635
Homeland Security (H)	Finance, Insurance & Real Estate - Savings & Loans	8150
Homeland Security (H)	Finance, Insurance & Real Estate - Securities & Investment	1133833
Homeland Security (H)	Health - Health Professionals	1270088
Homeland Security (H)	Health - Health Services/HMOs	278345
Homeland Security (H)	Health - Hospitals/Nursing Homes	378838
Homeland Security (H)	Health - Pharmaceuticals/Health Products	537991
Homeland Security (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	6250
Homeland Security (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	18250
Homeland Security (H)	Ideological/Single-Issue - Candidate Committees	501212
Homeland Security (H)	Ideological/Single-Issue - Democratic/Liberal	200226
Homeland Security (H)	Ideological/Single-Issue - Environment	45479
Homeland Security (H)	Ideological/Single-Issue - Foreign & Defense Policy	54400
Homeland Security (H)	Ideological/Single-Issue - Gun Control	0
Homeland Security (H)	Ideological/Single-Issue - Gun Rights	231828
Homeland Security (H)	Ideological/Single-Issue - Human Rights	143876
Homeland Security (H)	Ideological/Single-Issue - Leadership PACs	1634074
Homeland Security (H)	Ideological/Single-Issue - Pro-Israel	366568
Homeland Security (H)	Ideological/Single-Issue - Republican/Conservative	862998
Homeland Security (H)	Ideological/Single-Issue - Women's Issues	90064
Homeland Security (H)	Labor - Building Trade Unions	621600
Homeland Security (H)	Labor - Industrial Unions	408575
Homeland Security (H)	Labor - Misc Unions	262950
Homeland Security (H)	Labor - Public Sector Unions	496400
Homeland Security (H)	Labor - Transportation Unions	665450
Homeland Security (H)	Lawyers & Lobbyists - Lawyers/Law Firms	1863520
Homeland Security (H)	Lawyers & Lobbyists - Lobbyists	625686
Homeland Security (H)	Misc Business - Beer, Wine & Liquor	453011
Homeland Security (H)	Misc Business - Business Associations	100775
Homeland Security (H)	Misc Business - Business Services	451317
Homeland Security (H)	Misc Business - Casinos/Gambling	150050
Homeland Security (H)	Misc Business - Chemical & Related Manufacturing	193680
Homeland Security (H)	Misc Business - Food & Beverage	262179
Homeland Security (H)	Misc Business - Lodging/Tourism	156627
Homeland Security (H)	Misc Business - Misc Manufacturing & Distributing	523818
Homeland Security (H)	Misc Business - Misc Services	136510
Homeland Security (H)	Misc Business - Recreation/Live Entertainment	81452
Homeland Security (H)	Misc Business - Retail Sales	501922
Homeland Security (H)	Misc Business - Steel Production	48275
Homeland Security (H)	Misc Business - Textiles	26250
Homeland Security (H)	Other - Civil Servants/Public Officials	162147
Homeland Security (H)	Other - Clergy & Religious Organizations	15894
Homeland Security (H)	Other - Education	274985
Homeland Security (H)	Other - Non-Profit Institutions	102526
Homeland Security (H)	Other - Retired	2495427
Homeland Security (H)	Transportation - Air Transport	630010
Homeland Security (H)	Transportation - Automotive	653380
Homeland Security (H)	Transportation - Railroads	368525
Homeland Security (H)	Transportation - Sea Transport	94900
Homeland Security (H)	Transportation - Trucking	176728
Homeland Security and Governmental Affairs (S)	Agribusiness - Agricultural Services/Products	345609
Homeland Security and Governmental Affairs (S)	Agribusiness - Crop Production & Basic Processing	453517
Homeland Security and Governmental Affairs (S)	Agribusiness - Dairy	149017
Homeland Security and Governmental Affairs (S)	Agribusiness - Food Processing & Sales	627156
Homeland Security and Governmental Affairs (S)	Agribusiness - Forestry & Forest Products	185715
Homeland Security and Governmental Affairs (S)	Agribusiness - Livestock	143900
Homeland Security and Governmental Affairs (S)	Agribusiness - Poultry & Eggs	53350
Homeland Security and Governmental Affairs (S)	Agribusiness - Tobacco	114911
Homeland Security and Governmental Affairs (S)	Communications/Electronics - Electronics Mfg & Equip	1084553
Homeland Security and Governmental Affairs (S)	Communications/Electronics - Internet	343585
Homeland Security and Governmental Affairs (S)	Communications/Electronics - Printing & Publishing	294691
Homeland Security and Governmental Affairs (S)	Communications/Electronics - TV/Movies/Music	512113
Homeland Security and Governmental Affairs (S)	Communications/Electronics - Telecom Services	494617
Homeland Security and Governmental Affairs (S)	Communications/Electronics - Telephone Utilities	254407
Homeland Security and Governmental Affairs (S)	Construction - Building Materials & Equipment	596217
Homeland Security and Governmental Affairs (S)	Construction - Construction Services	356753
Homeland Security and Governmental Affairs (S)	Construction - General Contractors	672958
Homeland Security and Governmental Affairs (S)	Construction - Home Builders	295529
Homeland Security and Governmental Affairs (S)	Construction - Special Trade Contractors	269062
Homeland Security and Governmental Affairs (S)	Defense - Defense Aerospace	325885
Homeland Security and Governmental Affairs (S)	Defense - Defense Electronics	350675
Homeland Security and Governmental Affairs (S)	Defense - Misc Defense	209770
Homeland Security and Governmental Affairs (S)	Energy & Natural Resources - Electric Utilities	693792
Homeland Security and Governmental Affairs (S)	Energy & Natural Resources - Mining	357298
Homeland Security and Governmental Affairs (S)	Energy & Natural Resources - Oil & Gas	1991083
Homeland Security and Governmental Affairs (S)	Energy & Natural Resources - Waste Management	50565
Homeland Security and Governmental Affairs (S)	Finance, Insurance & Real Estate - Accountants	562963
Homeland Security and Governmental Affairs (S)	Finance, Insurance & Real Estate - Commercial Banks	1189475
Homeland Security and Governmental Affairs (S)	Finance, Insurance & Real Estate - Credit Unions	71478
Homeland Security and Governmental Affairs (S)	Finance, Insurance & Real Estate - Finance/Credit Companies	357667
Homeland Security and Governmental Affairs (S)	Finance, Insurance & Real Estate - Insurance	2233009
Homeland Security and Governmental Affairs (S)	Finance, Insurance & Real Estate - Misc Finance	1637484
Homeland Security and Governmental Affairs (S)	Finance, Insurance & Real Estate - Real Estate	3234377
Homeland Security and Governmental Affairs (S)	Finance, Insurance & Real Estate - Savings & Loans	40686
Homeland Security and Governmental Affairs (S)	Finance, Insurance & Real Estate - Securities & Investment	5635795
Homeland Security and Governmental Affairs (S)	Health - Health Professionals	1951025
Homeland Security and Governmental Affairs (S)	Health - Health Services/HMOs	459487
Homeland Security and Governmental Affairs (S)	Health - Hospitals/Nursing Homes	729426
Homeland Security and Governmental Affairs (S)	Health - Pharmaceuticals/Health Products	1107161
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	26139
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	23370
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Candidate Committees	104881
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Democratic/Liberal	26345
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Environment	32319
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Foreign & Defense Policy	56800
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Gun Control	0
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Gun Rights	421421
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Human Rights	105783
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Leadership PACs	2522933
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Pro-Israel	1089836
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Republican/Conservative	2230527
Homeland Security and Governmental Affairs (S)	Ideological/Single-Issue - Women's Issues	26966
Homeland Security and Governmental Affairs (S)	Labor - Building Trade Unions	65000
Homeland Security and Governmental Affairs (S)	Labor - Industrial Unions	28595
Homeland Security and Governmental Affairs (S)	Labor - Misc Unions	22350
Homeland Security and Governmental Affairs (S)	Labor - Public Sector Unions	115696
Homeland Security and Governmental Affairs (S)	Labor - Transportation Unions	106051
Homeland Security and Governmental Affairs (S)	Lawyers & Lobbyists - Lawyers/Law Firms	3056154
Homeland Security and Governmental Affairs (S)	Lawyers & Lobbyists - Lobbyists	1341344
Homeland Security and Governmental Affairs (S)	Misc Business - Beer, Wine & Liquor	433315
Homeland Security and Governmental Affairs (S)	Misc Business - Business Associations	154299
Homeland Security and Governmental Affairs (S)	Misc Business - Business Services	1045787
Homeland Security and Governmental Affairs (S)	Misc Business - Casinos/Gambling	360990
Homeland Security and Governmental Affairs (S)	Misc Business - Chemical & Related Manufacturing	543722
Homeland Security and Governmental Affairs (S)	Misc Business - Food & Beverage	674105
Homeland Security and Governmental Affairs (S)	Misc Business - Lodging/Tourism	434112
Homeland Security and Governmental Affairs (S)	Misc Business - Misc Manufacturing & Distributing	1453146
Homeland Security and Governmental Affairs (S)	Misc Business - Misc Services	268194
Homeland Security and Governmental Affairs (S)	Misc Business - Recreation/Live Entertainment	380091
Homeland Security and Governmental Affairs (S)	Misc Business - Retail Sales	781700
Homeland Security and Governmental Affairs (S)	Misc Business - Steel Production	168612
Homeland Security and Governmental Affairs (S)	Misc Business - Textiles	71856
Homeland Security and Governmental Affairs (S)	Other - Civil Servants/Public Officials	296299
Homeland Security and Governmental Affairs (S)	Other - Clergy & Religious Organizations	30908
Homeland Security and Governmental Affairs (S)	Other - Education	732798
Homeland Security and Governmental Affairs (S)	Other - Non-Profit Institutions	322290
Homeland Security and Governmental Affairs (S)	Other - Retired	10223574
Homeland Security and Governmental Affairs (S)	Transportation - Air Transport	791986
Homeland Security and Governmental Affairs (S)	Transportation - Automotive	863607
Homeland Security and Governmental Affairs (S)	Transportation - Railroads	380044
Homeland Security and Governmental Affairs (S)	Transportation - Sea Transport	190443
Homeland Security and Governmental Affairs (S)	Transportation - Trucking	323829
House Administration (H)	Agribusiness - Agricultural Services/Products	201693
House Administration (H)	Agribusiness - Crop Production & Basic Processing	218385
House Administration (H)	Agribusiness - Dairy	24486
House Administration (H)	Agribusiness - Food Processing & Sales	87610
House Administration (H)	Agribusiness - Forestry & Forest Products	47000
House Administration (H)	Agribusiness - Livestock	38900
House Administration (H)	Agribusiness - Poultry & Eggs	16900
House Administration (H)	Agribusiness - Tobacco	28500
House Administration (H)	Communications/Electronics - Electronics Mfg & Equip	301833
House Administration (H)	Communications/Electronics - Internet	135300
House Administration (H)	Communications/Electronics - Printing & Publishing	23589
House Administration (H)	Communications/Electronics - TV/Movies/Music	81575
House Administration (H)	Communications/Electronics - Telecom Services	159450
House Administration (H)	Communications/Electronics - Telephone Utilities	91157
House Administration (H)	Construction - Building Materials & Equipment	106200
House Administration (H)	Construction - Construction Services	82740
House Administration (H)	Construction - General Contractors	115700
House Administration (H)	Construction - Home Builders	27750
House Administration (H)	Construction - Special Trade Contractors	59650
House Administration (H)	Defense - Defense Aerospace	99000
House Administration (H)	Defense - Defense Electronics	62750
House Administration (H)	Defense - Misc Defense	41452
House Administration (H)	Energy & Natural Resources - Electric Utilities	151800
House Administration (H)	Energy & Natural Resources - Mining	18050
House Administration (H)	Energy & Natural Resources - Oil & Gas	226825
House Administration (H)	Energy & Natural Resources - Waste Management	2500
House Administration (H)	Finance, Insurance & Real Estate - Accountants	188574
House Administration (H)	Finance, Insurance & Real Estate - Commercial Banks	193575
House Administration (H)	Finance, Insurance & Real Estate - Credit Unions	35035
House Administration (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	74350
House Administration (H)	Finance, Insurance & Real Estate - Insurance	421546
House Administration (H)	Finance, Insurance & Real Estate - Misc Finance	108925
House Administration (H)	Finance, Insurance & Real Estate - Real Estate	418562
House Administration (H)	Finance, Insurance & Real Estate - Savings & Loans	4500
House Administration (H)	Finance, Insurance & Real Estate - Securities & Investment	518929
House Administration (H)	Health - Health Professionals	326200
House Administration (H)	Health - Health Services/HMOs	59230
House Administration (H)	Health - Hospitals/Nursing Homes	96100
House Administration (H)	Health - Pharmaceuticals/Health Products	100666
House Administration (H)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	9450
House Administration (H)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	13900
House Administration (H)	Ideological/Single-Issue - Candidate Committees	185379
House Administration (H)	Ideological/Single-Issue - Democratic/Liberal	17910
House Administration (H)	Ideological/Single-Issue - Environment	12600
House Administration (H)	Ideological/Single-Issue - Foreign & Defense Policy	7750
House Administration (H)	Ideological/Single-Issue - Gun Control	0
House Administration (H)	Ideological/Single-Issue - Gun Rights	40217
House Administration (H)	Ideological/Single-Issue - Human Rights	44925
House Administration (H)	Ideological/Single-Issue - Leadership PACs	573893
House Administration (H)	Ideological/Single-Issue - Pro-Israel	80680
House Administration (H)	Ideological/Single-Issue - Republican/Conservative	156096
House Administration (H)	Ideological/Single-Issue - Women's Issues	27950
House Administration (H)	Labor - Building Trade Unions	187700
House Administration (H)	Labor - Industrial Unions	104950
House Administration (H)	Labor - Misc Unions	51750
House Administration (H)	Labor - Public Sector Unions	156000
House Administration (H)	Labor - Transportation Unions	154150
House Administration (H)	Lawyers & Lobbyists - Lawyers/Law Firms	583878
House Administration (H)	Lawyers & Lobbyists - Lobbyists	318068
House Administration (H)	Misc Business - Beer, Wine & Liquor	82139
House Administration (H)	Misc Business - Business Associations	42450
House Administration (H)	Misc Business - Business Services	209150
House Administration (H)	Misc Business - Casinos/Gambling	41400
House Administration (H)	Misc Business - Chemical & Related Manufacturing	48500
House Administration (H)	Misc Business - Food & Beverage	122505
House Administration (H)	Misc Business - Lodging/Tourism	57884
House Administration (H)	Misc Business - Misc Manufacturing & Distributing	99698
House Administration (H)	Misc Business - Misc Services	25950
House Administration (H)	Misc Business - Recreation/Live Entertainment	78800
House Administration (H)	Misc Business - Retail Sales	113630
House Administration (H)	Misc Business - Steel Production	27050
House Administration (H)	Misc Business - Textiles	0
House Administration (H)	Other - Civil Servants/Public Officials	35375
House Administration (H)	Other - Clergy & Religious Organizations	2100
House Administration (H)	Other - Education	73475
House Administration (H)	Other - Non-Profit Institutions	47400
House Administration (H)	Other - Retired	496977
House Administration (H)	Transportation - Air Transport	204449
House Administration (H)	Transportation - Automotive	131595
House Administration (H)	Transportation - Railroads	98500
House Administration (H)	Transportation - Sea Transport	32700
House Administration (H)	Transportation - Trucking	72000
Indian Affairs (S)	Agribusiness - Agricultural Services/Products	331050
Indian Affairs (S)	Agribusiness - Crop Production & Basic Processing	536834
Indian Affairs (S)	Agribusiness - Dairy	80050
Indian Affairs (S)	Agribusiness - Food Processing & Sales	211502
Indian Affairs (S)	Agribusiness - Forestry & Forest Products	137111
Indian Affairs (S)	Agribusiness - Livestock	165637
Indian Affairs (S)	Agribusiness - Poultry & Eggs	15900
Indian Affairs (S)	Agribusiness - Tobacco	46075
Indian Affairs (S)	Communications/Electronics - Electronics Mfg & Equip	402641
Indian Affairs (S)	Communications/Electronics - Internet	229531
Indian Affairs (S)	Communications/Electronics - Printing & Publishing	88046
Indian Affairs (S)	Communications/Electronics - TV/Movies/Music	405048
Indian Affairs (S)	Communications/Electronics - Telecom Services	469126
Indian Affairs (S)	Communications/Electronics - Telephone Utilities	184313
Indian Affairs (S)	Construction - Building Materials & Equipment	251696
Indian Affairs (S)	Construction - Construction Services	333858
Indian Affairs (S)	Construction - General Contractors	318692
Indian Affairs (S)	Construction - Home Builders	148542
Indian Affairs (S)	Construction - Special Trade Contractors	93958
Indian Affairs (S)	Defense - Defense Aerospace	387570
Indian Affairs (S)	Defense - Defense Electronics	252682
Indian Affairs (S)	Defense - Misc Defense	219592
Indian Affairs (S)	Energy & Natural Resources - Electric Utilities	867202
Indian Affairs (S)	Energy & Natural Resources - Mining	271584
Indian Affairs (S)	Energy & Natural Resources - Oil & Gas	1801018
Indian Affairs (S)	Energy & Natural Resources - Waste Management	16682
Indian Affairs (S)	Finance, Insurance & Real Estate - Accountants	401617
Indian Affairs (S)	Finance, Insurance & Real Estate - Commercial Banks	873140
Indian Affairs (S)	Finance, Insurance & Real Estate - Credit Unions	91300
Indian Affairs (S)	Finance, Insurance & Real Estate - Finance/Credit Companies	224612
Indian Affairs (S)	Finance, Insurance & Real Estate - Insurance	1222924
Indian Affairs (S)	Finance, Insurance & Real Estate - Misc Finance	667381
Indian Affairs (S)	Finance, Insurance & Real Estate - Real Estate	1490952
Indian Affairs (S)	Finance, Insurance & Real Estate - Savings & Loans	14695
Indian Affairs (S)	Finance, Insurance & Real Estate - Securities & Investment	2430377
Indian Affairs (S)	Health - Health Professionals	904601
Indian Affairs (S)	Health - Health Services/HMOs	281244
Indian Affairs (S)	Health - Hospitals/Nursing Homes	254317
Indian Affairs (S)	Health - Pharmaceuticals/Health Products	543365
Indian Affairs (S)	Ideological/Single-Issue - Abortion Policy/Anti-Abortion	3699
Indian Affairs (S)	Ideological/Single-Issue - Abortion Policy/Pro-Abortion Rights	8150
Indian Affairs (S)	Ideological/Single-Issue - Candidate Committees	41730
Indian Affairs (S)	Ideological/Single-Issue - Democratic/Liberal	59035
Indian Affairs (S)	Ideological/Single-Issue - Environment	186217
Indian Affairs (S)	Ideological/Single-Issue - Foreign & Defense Policy	32000
Indian Affairs (S)	Ideological/Single-Issue - Gun Control	0
Indian Affairs (S)	Ideological/Single-Issue - Gun Rights	156260
Indian Affairs (S)	Ideological/Single-Issue - Human Rights	90987
Indian Affairs (S)	Ideological/Single-Issue - Leadership PACs	2014838
Indian Affairs (S)	Ideological/Single-Issue - Pro-Israel	575439
Indian Affairs (S)	Ideological/Single-Issue - Republican/Conservative	330718
Indian Affairs (S)	Ideological/Single-Issue - Women's Issues	11525
Indian Affairs (S)	Labor - Building Trade Unions	115600
Indian Affairs (S)	Labor - Industrial Unions	55045
Indian Affairs (S)	Labor - Misc Unions	30282
Indian Affairs (S)	Labor - Public Sector Unions	219013
Indian Affairs (S)	Labor - Transportation Unions	152561
Indian Affairs (S)	Lawyers & Lobbyists - Lawyers/Law Firms	1724579
Indian Affairs (S)	Lawyers & Lobbyists - Lobbyists	1072533
Indian Affairs (S)	Misc Business - Beer, Wine & Liquor	231382
Indian Affairs (S)	Misc Business - Business Associations	106568
Indian Affairs (S)	Misc Business - Business Services	469563
Indian Affairs (S)	Misc Business - Casinos/Gambling	488075
Indian Affairs (S)	Misc Business - Chemical & Related Manufacturing	196510
Indian Affairs (S)	Misc Business - Food & Beverage	344807
Indian Affairs (S)	Misc Business - Lodging/Tourism	275770
Indian Affairs (S)	Misc Business - Misc Manufacturing & Distributing	452671
Indian Affairs (S)	Misc Business - Misc Services	148401
Indian Affairs (S)	Misc Business - Recreation/Live Entertainment	166810
Indian Affairs (S)	Misc Business - Retail Sales	353982
Indian Affairs (S)	Misc Business - Steel Production	45612
Indian Affairs (S)	Misc Business - Textiles	9008
Indian Affairs (S)	Other - Civil Servants/Public Officials	181409
Indian Affairs (S)	Other - Clergy & Religious Organizations	7936
Indian Affairs (S)	Other - Education	381419
Indian Affairs (S)	Other - Non-Profit Institutions	164339
Indian Affairs (S)	Other - Retired	2482124
Indian Affairs (S)	Transportation - Air Transport	498026
Indian Affairs (S)	Transportation - Automotive	379074
Indian Affairs (S)	Transportation - Railroads	393601
Indian Affairs (S)	Transportation - Sea Transport	211485
Indian Affairs (S)	Transportation - Trucking	134135
Judiciary (H)	Agribusiness - Agricultural Services/Products	273696
Judiciary (H)	Agribusiness - Crop Production & Basic Processing	425828
Judiciary (H)	Agribusiness - Dairy	79400
Judiciary (H)	Agribusiness - Food Processing & Sales	238433
Judiciary (H)	Agribusiness - Forestry & Forest Products	112267
Judiciary (H)	Agribusiness - Livestock	177760
Judiciary (H)	Agribusiness - Poultry & Eggs	55450
Judiciary (H)	Agribusiness - Tobacco	76080
Judiciary (H)	Communications/Electronics - Electronics Mfg & Equip	1236581
Judiciary (H)	Communications/Electronics - Internet	620805
Judiciary (H)	Communications/Electronics - Printing & Publishing	234341
Judiciary (H)	Communications/Electronics - TV/Movies/Music	1196898
Judiciary (H)	Communications/Electronics - Telecom Services	939004
Judiciary (H)	Communications/Electronics - Telephone Utilities	409410
Judiciary (H)	Construction - Building Materials & Equipment	193315
Judiciary (H)	Construction - Construction Services	387111
Judiciary (H)	Construction - General Contractors	487775
Judiciary (H)	Construction - Home Builders	243265
Judiciary (H)	Construction - Special Trade Contractors	162078
Judiciary (H)	Defense - Defense Aerospace	449994
Judiciary (H)	Defense - Defense Electronics	242570
Judiciary (H)	Defense - Misc Defense	246505
Judiciary (H)	Energy & Natural Resources - Electric Utilities	609549
Judiciary (H)	Energy & Natural Resources - Mining	39500
Judiciary (H)	Energy & Natural Resources - Oil & Gas	918845
Judiciary (H)	Energy & Natural Resources - Waste Management	47980
Judiciary (H)	Finance, Insurance & Real Estate - Accountants	674271
Judiciary (H)	Finance, Insurance & Real Estate - Commercial Banks	546121
Judiciary (H)	Finance, Insurance & Real Estate - Credit Unions	144336
Judiciary (H)	Finance, Insurance & Real Estate - Finance/Credit Companies	219830
Judiciary (H)	Finance, Insurance & Real Estate - Insurance	996403
Judiciary (H)	Finance, Insurance & Real Estate - Misc Finance	681001
Judiciary (H)	Finance, Insurance & Real Estate - Real Estate	2103745
